id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
8095,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Fouji travels,VE A/C Seater / Sleeper (2+1),22:30,07h 50m,06:20,4.4, 399,29
8096,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,International Tourist Centre,VE A/C Seater / Sleeper (2+1),21:30,08h 45m,06:15,4.6, 371,36
8097,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Fouji travels,A/C Seater / Sleeper (2+1),22:10,07h 50m,06:00,4.5, 399,28
8098,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,07h 45m,05:25,4.4, 395,34
8099,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:00,08h 15m,05:15,4.8, 395,27
8100,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:40,09h 05m,06:45,4.5,523,30
8101,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,07h 50m,07:35,4.6, 339,29
8102,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07h 45m,07:20,4.8, 339,29
8103,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:00,08h 15m,06:15,4.7, 351,29
8104,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 45m,06:20,4.7, 426,25
8105,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:00,07h 50m,05:50,4.5, 415,36
8106,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07h 45m,07:40,4.8, 359,36
8107,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:15,08h 45m,06:00,4.5, 385,31
8108,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,08h 15m,05:45,4.5, 351,31
8109,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,09h 05m,07:05,4.5,404,32
8110,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,08h 45m,08:15,4.5, 339,28
8111,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Ashok Bus Service,VE A/C Sleeper (2+1),23:10,07h 50m,07:00,4.6, 399,36
8112,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Ashok Bus Service,VE A/C Sleeper (2+1),22:30,07h 45m,06:15,4.3, 399,32
8113,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:59,07h 41m,07:40,4.1, 699,23
8114,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:55,07h 25m,06:20,4.3,727,17
8115,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06h 55m,06:05,4.8, 565,17
8116,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),23:15,08h 30m,07:45,4.3, 395,35
8117,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,08h 45m,07:45,4.4, 395,25
8118,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Mahalaxmi Travels,A/C Sleeper (2+1),17:00,08h 45m,01:45,4.1, 849,20
8119,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,07h 45m,05:35,4.5, 377,31
8120,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20,08h 40m,07:00,4.6, 999,1
8121,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,FlixBus,Bharat Benz A/C Seater (2+2),23:50,08h 45m,08:35,4.2, 402.16,35
8122,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,08h 45m,07:30,4.5, 6000,46
8123,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),18:15,08h 00m,02:15,4.5, 699,18
8124,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Gola Bus Service,VE A/C Sleeper (2+1),23:05,07h 15m,06:20,4.4, 999,13
8125,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,VGO BUS,A/C Sleeper (2+1),22:35,08h 25m,07:00,4.2, 449,22
8126,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - STD0054,Ordinary Non AC Seater 2+3,16:00,06h 34m,22:34,3.7, 501,52
8127,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,08h 34m,00:35,3.3, 512,52
8128,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,08h 09m,01:10,3.3, 512,52
8129,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,04h 31m,21:36,3.3, 512,52
8130,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,04h 22m,22:20,3.3, 512,52
8131,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,05h 25m,23:30,3.3, 512,52
8132,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,07h 44m,01:50,3.3, 512,52
8133,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,08h 03m,02:35,3.3, 512,52
8134,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0292,Rajdhani Non AC Seater 2+3,19:00,04h 55m,23:55,3.3, 512,51
8135,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,10h 02m,05:05,3.3, 512,52
8136,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0174,Ordinary Non AC Seater 2+3,19:06,07h 54m,03:00,3.3, 512,52
8137,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0431,Ordinary Non AC Seater 2+3,20:00,03h 22m,23:22,3.3, 512,52
8138,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0131,Ordinary Non AC Seater 2+3,20:07,05h 08m,01:15,3.3, 512,52
8139,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,06h 24m,02:40,3.3, 482,52
8140,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - SBD0107,Janrath AC Seater 2+2,20:31,08h 29m,05:00,3.1, 710,33
8141,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - KSB0072,Janrath AC Seater 2+3,22:02,08h 00m,06:02,3.4, 612,46
8142,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,08h 00m,06:00,4.1, 550,40
8143,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,09h 00m,06:00,1.4, 600,44
8144,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,09h 00m,06:30,1.1,629,31
8145,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),19:30,10h 40m,06:10,4.1, 400,45
8146,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,09h 10m,06:10,4.1, 400,40
8147,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,09h 30m,06:30,1.4, 400,45
8148,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:45,08h 00m,05:45,0.0, 600,42
8149,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,09h 30m,06:00,0.0, 1300,30
8150,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Yuvraj Travels,NON AC Seater / Sleeper 2+1,20:00,10h 00m,06:00,0.0, 550,40
8151,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Yuvraj Travels,NON AC Seater / Sleeper 2+1,21:30,08h 30m,06:00,0.0, 550,40
8152,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),21:00,09h 30m,06:30,0.0, 1200,32
8153,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Shivendra Travels,A/C Sleeper (2+1),21:00,09h 00m,06:00,0.0, 3500,1
8154,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - LNI0049,Ordinary Non AC Seater 2+3,18:30,07h 35m,02:05,3.3, 512,52
8155,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,07h 28m,02:00,3.3, 485,52
8156,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - FKP0027,Janrath AC Seater 2+2,20:00,08h 55m,04:55,2.6, 710,35
8157,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - SBD0106,Janrath AC Seater 2+2,20:31,08h 29m,05:00,3.4, 710,31
8158,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,UPSRTC - FKP0029,Janrath AC Seater 2+2,21:00,08h 55m,05:55,2.8, 710,35
8159,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,09h 00m,05:30,1.0,719,30
8160,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,10h 15m,05:00,4.1, 550,40
8161,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,10h 00m,05:00,4.1, 550,40
8162,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,12h 00m,06:00,4.1, 1200,26
8163,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),18:45,10h 45m,05:30,1.4, 400,40
8164,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),20:00,09h 20m,05:20,1.4, 400,45
8165,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),19:40,09h 05m,04:45,0.0, 600,47
8166,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,11h 30m,06:00,0.0, 550,40
8167,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,10h 50m,05:20,0.0, 600,44
8168,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),19:00,11h 30m,06:30,0.0, 1200,32
8169,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Shivendra Travels,A/C Sleeper (2+1),20:00,09h 30m,05:30,0.0, 3500,1
8170,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - SKD0022,Ordinary Non AC Seater 2+3,16:00,07h 45m,23:45,3.3, 368,52
8171,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - LNI0352,Ordinary Non AC Seater 2+3,17:10,04h 51m,22:01,3.3, 368,52
8172,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - LNI0357,Ordinary Non AC Seater 2+3,17:35,04h 50m,22:25,3.3, 368,52
8173,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - LNI0365,Ordinary Non AC Seater 2+3,18:05,04h 49m,22:54,3.3, 368,52
8174,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - LNI0375,Ordinary Non AC Seater 2+3,19:04,04h 47m,23:51,3.3, 368,52
8175,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - LNI0368,Ordinary Non AC Seater 2+3,19:05,04h 47m,23:52,3.3, 368,52
8176,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0022,Ordinary Non AC Seater 2+3,20:00,06h 00m,02:00,3.3, 403,52
8177,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - LNI0379,Ordinary Non AC Seater 2+3,20:05,04h 50m,00:55,3.3, 368,52
8178,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - SKD0192,Ordinary Non AC Seater 2+3,20:30,05h 05m,01:35,3.3, 342,52
8179,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - KSB0004,Shatabdi AC Seater 2+2,23:00,06h 00m,05:00,3.5, 505,29
8180,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - PYD0033,Volvo AC Seater 2+2,14:30,04h 30m,19:00,3.3, 658,39
8181,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - AWD0002,Pink Express AC Seater 2+2,14:50,05h 00m,19:50,3.3, 458,41
8182,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - CBG0035,Pink Express AC Seater 2+2,15:10,04h 40m,19:50,3.6, 458,41
8183,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - AWD0006,Janrath AC Seater 2+2,15:30,04h 30m,20:00,3.3, 458,36
8184,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - STD0664,Ordinary Non AC Seater 2+3,15:35,05h 43m,21:18,3.3, 310,52
8185,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - ALM0008,Volvo AC Seater 2+2,16:00,04h 30m,20:30,4.4, 658,38
8186,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - AWD0193,Janrath AC Seater 2+2,16:11,04h 59m,21:10,3.0, 458,36
8187,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - VND0059,Rajdhani Non AC Seater 2+3,16:45,05h 00m,21:45,3.3, 310,51
8188,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - ALM0125,Shatabdi AC Seater 2+2,16:50,05h 40m,22:30,3.3, 458,37
8189,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - AWD0028,Janrath AC Seater 2+2,17:15,05h 00m,22:15,3.3, 458,36
8190,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - AWD0034,Janrath AC Seater 2+2,17:35,05h 00m,22:35,3.3, 458,36
8191,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - AWD0008,Janrath AC Seater 2+2,18:00,04h 30m,22:30,3.3, 458,36
8192,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - ALM0024,Volvo AC Seater 2+2,18:30,04h 30m,23:00,3.3, 658,38
8193,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - PYD0158,Janrath AC Seater 2+3,19:01,04h 30m,23:31,3.3, 396,48
8194,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - ALM0026,Volvo AC Seater 2+2,19:30,04h 29m,23:59,3.3, 658,39
8195,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - ALM0060,Volvo AC Seater 2+2,20:30,04h 30m,01:00,3.3, 658,39
8196,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - ALM0185,Volvo AC Seater 2+2,21:00,04h 00m,01:00,3.3, 658,39
8197,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - LDR0016,Janrath AC Seater 2+3,22:00,05h 00m,03:00,3.5, 396,48
8198,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - LDR0098,Janrath AC Seater 2+3,22:01,04h 49m,02:50,3.3, 396,48
8199,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - CBG0031,Janrath AC Seater 2+2,22:02,06h 43m,04:45,3.3, 458,36
8200,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - ALM0181,Volvo AC Seater 2+2,22:45,04h 30m,03:15,3.3, 658,39
8201,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - LDR0018,Janrath AC Seater 2+3,23:00,04h 45m,03:45,2.2, 396,48
8202,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - LDR0100,Janrath AC Seater 2+3,23:01,04h 59m,04:00,3.3, 396,48
8203,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,UPSRTC - ALM0338,Shatabdi AC Seater 2+2,23:30,04h 00m,03:30,3.3, 458,37
8204,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,04h 15m,23:45,3.0, 499,27
8205,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,ARORA TRAVELS,Volvo AC Seater (2+2),21:01,04h 40m,01:41,3.8, 703,25
8206,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04h 15m,01:30,3.9, 549,22
8207,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AGF0063,Ordinary Non AC Seater 2+3,14:40,05h 20m,20:00,3.3, 527,52
8208,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0001,Janrath AC Seater 2+2,15:00,05h 45m,20:45,3.2, 760,36
8209,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AGF0065,Ordinary Non AC Seater 2+3,15:05,05h 25m,20:30,3.3, 527,52
8210,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AGF0087,Ordinary Non AC Seater 2+3,15:30,05h 30m,21:00,3.3, 527,52
8211,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AGF0211,Ordinary Non AC Seater 2+3,15:31,05h 44m,21:15,3.3, 527,52
8212,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0004,Janrath AC Seater 2+2,16:01,05h 50m,21:51,2.2, 760,36
8213,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0006,Pink Express AC Seater 2+2,17:00,05h 51m,22:51,2.4, 760,41
8214,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - CBG0054,Ordinary Non AC Seater 2+3,18:00,06h 45m,00:45,3.3, 527,52
8215,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0011,Janrath AC Seater 2+2,18:00,06h 15m,00:15,4.4, 760,36
8216,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - BRH0351,Ordinary Non AC Seater 2+3,19:15,07h 15m,02:30,3.3, 531,52
8217,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0059,Janrath AC Seater 2+2,20:00,06h 43m,02:43,3.3, 760,36
8218,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AGF0070,Ordinary Non AC Seater 2+3,20:02,06h 28m,02:30,3.3, 527,52
8219,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0008,Janrath AC Seater 2+2,20:30,05h 30m,02:00,3.3, 760,36
8220,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0206,Pink Express AC Seater 2+2,21:45,06h 15m,04:00,2.2, 760,41
8221,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - BDV0584,Janrath AC Seater 2+2,22:45,05h 00m,03:45,3.3, 760,36
8222,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - BDV0465,Ordinary Non AC Seater 2+3,23:00,07h 31m,06:31,3.3, 527,52
8223,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0056,Janrath AC Seater 2+2,23:15,06h 12m,05:27,4.3, 760,36
8224,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0010,Pink Express AC Seater 2+2,23:45,05h 46m,05:31,3.0, 760,41
8225,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00,05h 30m,02:30,3.0, 891,29
8226,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),13:20,04h 40m,18:00,4.4, 449,17
8227,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,FlixBus,A/C Sleeper (2+1),21:35,05h 10m,02:45,4.6, 190.96,15
8228,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,04h 45m,03:45,4.8, 395,25
8229,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,04h 30m,00:30,4.2,601,26
8230,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:15,05h 00m,02:15,4.5, 364,31
8231,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),18:15,04h 35m,22:50,4.2, 699,24
8232,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,05h 00m,04:30,4.4, 322,28
8233,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:10,04h 50m,03:00,4.7,417,33
8234,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,04h 50m,03:25,4.4, 403,25
